"price","bedrooms","size","url","type","streetAddress","addressLocality","addressRegion","postalCode","county","lat","long"
2295000,3,1789,"https://www.realtor.com/realestateandhomes-detail/4810-Paradise-Dr_Tiburon_CA_94920_M19286-97008#property","SingleFamilyResidence","4810 Paradise Dr","Tiburon","CA","94920","Marin",37.916555,-122.480255
1795000,5,2240,"https://www.realtor.com/realestateandhomes-detail/2647-Heatherstone-Dr_San-Rafael_CA_94903_M18368-94545#property","SingleFamilyResidence","2647 Heatherstone Dr","San Rafael","CA","94903","Marin",38.037578,-122.542241
799000,3,1312,"https://www.realtor.com/realestateandhomes-detail/1040-4th-St_Novato_CA_94945_M14459-29622#property","SingleFamilyResidence","1040 4th St","Novato","CA","94945","Marin",38.109891,-122.573916
925000,3,1118,"https://www.realtor.com/realestateandhomes-detail/8-Crescent-Dr_Woodacre_CA_94973_M10076-77950#property","SingleFamilyResidence","8 Crescent Ct","Woodacre","CA","94973","Marin",38.004647,-122.637344
1250000,2,1050,"https://www.realtor.com/realestateandhomes-detail/47-Woodside-Ln_Mill-Valley_CA_94941_M20493-38237#property","SingleFamilyResidence","47 Woodside Ln","Mill Valley","CA","94941","Marin",37.89973,-122.541256
795000,3,1768,"https://www.realtor.com/realestateandhomes-detail/20-Buckelew-St_Sausalito_CA_94965_M26027-14737#property","SingleFamilyResidence","20 Buckelew St","Sausalito","CA","94965","Marin",37.873593,-122.516008
1425000,4,2385,"https://www.realtor.com/realestateandhomes-detail/1263-Simmons-Ln_Novato_CA_94945_M23747-99383#property","SingleFamilyResidence","1263 Simmons Ln","Novato","CA","94945","Marin",38.12434,-122.583826
3650000,4,2208,"https://www.realtor.com/realestateandhomes-detail/225-W-Baltimore-Ave_Larkspur_CA_94939_M19033-04380#property","SingleFamilyResidence","225 W Baltimore Ave","Larkspur","CA","94939","Marin",37.930217,-122.536591
2595000,3,3613,"https://www.realtor.com/realestateandhomes-detail/8-Guisela-Ct_Novato_CA_94945_M27715-21233#property","SingleFamilyResidence","8 Guisela Ct","Novato","CA","94945","Marin",38.119554,-122.519621
1450000,5,2765,"https://www.realtor.com/realestateandhomes-detail/806-Paxton-Villa-Ct_Novato_CA_94947_M17451-79911#property","SingleFamilyResidence","806 Paxton Villa Ct","Novato","CA","94947","Marin",38.099618,-122.580069
2195000,3,1394,"https://www.realtor.com/realestateandhomes-detail/50-Pine-Ter_Tiburon_CA_94920_M28408-44110#property","SingleFamilyResidence","50 Pine Ter","Tiburon","CA","94920","Marin",37.891828,-122.482749
1425000,3,1305,"https://www.realtor.com/realestateandhomes-detail/3797-Tomales-Petaluma-Rd_Tomales_CA_94971_M10278-01559#property","SingleFamilyResidence","3797 Tomales-Petaluma Rd","Tomales","CA","94971","Marin",38.241742,-122.89539
649000,3,1448,"https://www.realtor.com/realestateandhomes-detail/10-Professional-Center-Pkwy-Apt-24_San-Rafael_CA_94903_M11910-49867#property","SingleFamilyResidence","10 Professional Center Pkwy Apt 24","San Rafael","CA","94903","Marin",38.008911,-122.539707
3898000,2,2673,"https://www.realtor.com/realestateandhomes-detail/2350-Paradise-Dr_Tiburon_CA_94920_M12698-49666#property","SingleFamilyResidence","2350 Paradise Dr","Tiburon","CA","94920","Marin",37.876574,-122.445871
1550000,3,1496,"https://www.realtor.com/realestateandhomes-detail/7-Walnut-Ave_Larkspur_CA_94939_M18862-73845#property","SingleFamilyResidence","7 Walnut Ave","Larkspur","CA","94939","Marin",37.932336,-122.537387
1295000,3,2185,"https://www.realtor.com/realestateandhomes-detail/11-Inverness-Way_Inverness_CA_94937_M29548-34818#property","SingleFamilyResidence","11 Inverness Way S","Inverness","CA","94937","Marin",38.096784,-122.852523
1297000,3,1513,"https://www.realtor.com/realestateandhomes-detail/835-Penny-Royal-Ln_San-Rafael_CA_94903_M26006-85929#property","SingleFamilyResidence","835 Penny Royal Ln","San Rafael","CA","94903","Marin",38.016801,-122.564792
1495000,5,2805,"https://www.realtor.com/realestateandhomes-detail/112-Edison-Ave_Corte-Madera_CA_94925_M29087-76774#property","SingleFamilyResidence","112 Edison Ave","Corte Madera","CA","94925","Marin",37.925939,-122.533876
975000,2,1168,"https://www.realtor.com/realestateandhomes-detail/337-Madrone-Ave_Larkspur_CA_94939_M17815-19280#property","SingleFamilyResidence","337 Madrone Ave","Larkspur","CA","94939","Marin",37.931492,-122.547755
4900000,3,3220,"https://www.realtor.com/realestateandhomes-detail/Sausalito_CA_94965_M27215-81722#property","SingleFamilyResidence","","Sausalito","CA","94965","Marin",37.846544,-122.477614
1398000,4,2135,"https://www.realtor.com/realestateandhomes-detail/5-Crescent-Cir_Fairfax_CA_94930_M24955-68855#property","SingleFamilyResidence","5 Crescent Cir","Fairfax","CA","94930","Marin",37.993833,-122.593566
1375000,3,2185,"https://www.realtor.com/realestateandhomes-detail/269-Castro-St_Lagunitas_CA_94938_M94253-75157#property","SingleFamilyResidence","269 Castro St","Lagunitas","CA","94938","Marin",38.014419,-122.694909
1895000,4,2235,"https://www.realtor.com/realestateandhomes-detail/469-Live-Oak-Dr_Mill-Valley_CA_94941_M18315-33324#property","SingleFamilyResidence","469 Live Oak Dr","Mill Valley","CA","94941","Marin",37.877481,-122.537711
9950000,3,4074,"https://www.realtor.com/realestateandhomes-detail/99-Brighton-Ave_Bolinas_CA_94924_M25663-73443#property","SingleFamilyResidence","99 Brighton Ave","Bolinas","CA","94924","Marin",37.904927,-122.685477
1995000,4,2221,"https://www.realtor.com/realestateandhomes-detail/532-Pine-Crest-Rd_Mill-Valley_CA_94941_M20790-90980#property","SingleFamilyResidence","532 Pine Crest Rd","Mill Valley","CA","94941","Marin",37.883637,-122.536965
2995000,4,2164,"https://www.realtor.com/realestateandhomes-detail/2-Platt-Ave_Sausalito_CA_94965_M19120-90919#property","SingleFamilyResidence","2 Platt Ave","Sausalito","CA","94965","Marin",37.857868,-122.492376
1595000,4,1732,"https://www.realtor.com/realestateandhomes-detail/853-Pine-Ln_San-Rafael_CA_94903_M26346-35203#property","SingleFamilyResidence","853 Pine Ln","San Rafael","CA","94903","Marin",38.016517,-122.565788
1869000,4,3372,"https://www.realtor.com/realestateandhomes-detail/192-Carson-Rd_Woodacre_CA_94973_M10087-21396#property","SingleFamilyResidence","192 Carson Rd","Woodacre","CA","94973","Marin",38.007338,-122.647268
3295000,5,2933,"https://www.realtor.com/realestateandhomes-detail/20-Almenar-Dr_Greenbrae_CA_94904_M29180-10505#property","SingleFamilyResidence","20 Almenar Dr","Greenbrae","CA","94904","Marin",37.951296,-122.534748
3295000,4,3852,"https://www.realtor.com/realestateandhomes-detail/24-Norman-Way_Tiburon_CA_94920_M24463-58215#property","SingleFamilyResidence","24 Norman Way","Tiburon","CA","94920","Marin",37.896185,-122.46403
2595000,4,2148,"https://www.realtor.com/realestateandhomes-detail/190-Ocean-Pkwy_Bolinas_CA_94924_M17768-73633#property","SingleFamilyResidence","190 Ocean Pkwy","Bolinas","CA","94924","Marin",37.900522,-122.697645
4250000,2,925,"https://www.realtor.com/realestateandhomes-detail/419-Golden-Gate-Ave_Belvedere_CA_94920_M95168-93622#property","SingleFamilyResidence","419 Golden Gate Ave","Belvedere","CA","94920","Marin",37.865163,-122.461406
3395000,4,3105,"https://www.realtor.com/realestateandhomes-detail/433-Bridgeway_Sausalito_CA_94965_M25081-96935#property","SingleFamilyResidence","433 Bridgeway","Sausalito","CA","94965","Marin",37.851373,-122.47942
5595000,3,1915,"https://www.realtor.com/realestateandhomes-detail/8-Rafael-Patio_Stinson-Beach_CA_94970_M19124-84397#property","SingleFamilyResidence","8 Rafael Patio","Stinson Beach","CA","94970","Marin",37.90236,-122.651039
650000,2,1160,"https://www.realtor.com/realestateandhomes-detail/32-Midway-Ln_Fairfax_CA_94930_M22941-09171#property","SingleFamilyResidence","32 Midway Ln","Fairfax","CA","94930","Marin",37.98828,-122.596549
1499000,3,1910,"https://www.realtor.com/realestateandhomes-detail/260-Redwood-Dr_Woodacre_CA_94973_M22474-25336#property","SingleFamilyResidence","260 Redwood Dr","Woodacre","CA","94973","Marin",38.004441,-122.638369
789000,3,1247,"https://www.realtor.com/realestateandhomes-detail/106-Grande-Vis_Novato_CA_94947_M29489-18492#property","SingleFamilyResidence","106 Grande Vis","Novato","CA","94947","Marin",38.112244,-122.599071
4750000,3,1965,"https://www.realtor.com/realestateandhomes-detail/170-Belvedere-Ave_Stinson-Beach_CA_94970_M20536-47788#property","SingleFamilyResidence","170 Belvedere Ave","Stinson Beach","CA","94970","Marin",37.901593,-122.637792
1997000,4,2370,"https://www.realtor.com/realestateandhomes-detail/217-Locust-Ave_San-Rafael_CA_94901_M24690-12759#property","SingleFamilyResidence","217 Locust Ave","San Rafael","CA","94901","Marin",37.983169,-122.511836
1895000,3,1780,"https://www.realtor.com/realestateandhomes-detail/121-W-Blithedale-Ave_Mill-Valley_CA_94941_M22294-81803#property","SingleFamilyResidence","121 W Blithedale Ave","Mill Valley","CA","94941","Marin",37.910294,-122.548827
2795000,4,4737,"https://www.realtor.com/realestateandhomes-detail/51-Stonetree-Ln_Novato_CA_94945_M25476-40046#property","SingleFamilyResidence","51 Stonetree Ln","Novato","CA","94945","Marin",38.103753,-122.506482
7200000,5,4457,"https://www.realtor.com/realestateandhomes-detail/615-Oak-Manor-Dr_Fairfax_CA_94930_M22231-50105#property","SingleFamilyResidence","615 Oak Manor Dr","Fairfax","CA","94930","Marin",38.002831,-122.597548
1295000,2,1056,"https://www.realtor.com/realestateandhomes-detail/156-Florence-Ave_Mill-Valley_CA_94941_M19898-99058#property","SingleFamilyResidence","156 Florence Ave","Mill Valley","CA","94941","Marin",37.903439,-122.553527
2450000,5,2035,"https://www.realtor.com/realestateandhomes-detail/39-Midway-Ave_Mill-Valley_CA_94941_M14254-83614#property","SingleFamilyResidence","39 Midway Ave","Mill Valley","CA","94941","Marin",37.891171,-122.535861
895000,3,1629,"https://www.realtor.com/realestateandhomes-detail/663-Cherry-St_Novato_CA_94945_M25546-33448#property","SingleFamilyResidence","663 Cherry St","Novato","CA","94945","Marin",38.112031,-122.559458
1195000,3,1632,"https://www.realtor.com/realestateandhomes-detail/54-Bay-Dr_Dillon-Beach_CA_94929_M29427-97918#property","SingleFamilyResidence","54 Bay Dr","Dillon Beach","CA","94929","Marin",38.247063,-122.965894
969000,2,835,"https://www.realtor.com/realestateandhomes-detail/22-Frustuck-Ave_Fairfax_CA_94930_M25290-70937#property","SingleFamilyResidence","22 Frustuck Ave","Fairfax","CA","94930","Marin",37.98652,-122.59412
2250000,3,1850,"https://www.realtor.com/realestateandhomes-detail/7-Linsdale-Ln_Point-Reyes-Station_CA_94956_M10148-16076#property","SingleFamilyResidence","7 Linsdale Ln","Point Reyes Station","CA","94956","Marin",38.080779,-122.810026
1050000,3,1300,"https://www.realtor.com/realestateandhomes-detail/35-Berry-Trl_Fairfax_CA_94930_M24929-56387#property","SingleFamilyResidence","35 Berry Trl","Fairfax","CA","94930","Marin",37.987001,-122.595473
685000,4,1707,"https://www.realtor.com/realestateandhomes-detail/20-Grande-Paseo_San-Rafael_CA_94903_M23364-07238#property","SingleFamilyResidence","20 Grande Paseo","San Rafael","CA","94903","Marin",38.032952,-122.54075
6498000,5,2712,"https://www.realtor.com/realestateandhomes-detail/3275-State-Route-1_Stinson-Beach_CA_94970_M20794-73086#property","SingleFamilyResidence","3275 Shoreline Hwy","Stinson Beach","CA","94970","Marin",37.895797,-122.636954
1550000,3,2284,"https://www.realtor.com/realestateandhomes-detail/100-Country-Club-Dr_Novato_CA_94949_M26031-68226#property","SingleFamilyResidence","100 Country Club Dr","Novato","CA","94949","Marin",38.067923,-122.55841
1895000,3,1529,"https://www.realtor.com/realestateandhomes-detail/199-Golden-Hind-Psge_Corte-Madera_CA_94925_M14408-97193#property","SingleFamilyResidence","199 Golden Hind Psge","Corte Madera","CA","94925","Marin",37.924759,-122.501875
2095000,4,1882,"https://www.realtor.com/realestateandhomes-detail/1295-Idylberry-Rd_San-Rafael_CA_94903_M16257-82980#property","SingleFamilyResidence","1295 Idylberry Rd","San Rafael","CA","94903","Marin",38.032715,-122.581233
2395000,4,1906,"https://www.realtor.com/realestateandhomes-detail/115-Leland-Way_Tiburon_CA_94920_M15431-80833#property","SingleFamilyResidence","115 Leland Way","Tiburon","CA","94920","Marin",37.900382,-122.498197
2275000,4,2555,"https://www.realtor.com/realestateandhomes-detail/523-Fairview-Ave_Mill-Valley_CA_94941_M17272-25951#property","SingleFamilyResidence","523 W Fairview Ave","Mill Valley","CA","94941","Marin",37.882182,-122.539844
3088000,4,3515,"https://www.realtor.com/realestateandhomes-detail/1-Golden-Lily-Pl_San-Rafael_CA_94903_M25724-12451#property","SingleFamilyResidence","1 Golden Lily Pl","San Rafael","CA","94903","Marin",38.03433,-122.587286
1159000,4,1428,"https://www.realtor.com/realestateandhomes-detail/22-Laurie-Ct_Novato_CA_94947_M11104-66378#property","SingleFamilyResidence","22 Laurie Ct","Novato","CA","94947","Marin",38.107714,-122.596635
1798000,3,1774,"https://www.realtor.com/realestateandhomes-detail/308-E-Strawberry-Dr_Mill-Valley_CA_94941_M27097-91163#property","SingleFamilyResidence","308 E Strawberry Dr","Mill Valley","CA","94941","Marin",37.892252,-122.504559
3200000,3,2235,"https://www.realtor.com/realestateandhomes-detail/2323-Spanish-Trail-Rd_Tiburon_CA_94920_M12091-43445#property","SingleFamilyResidence","2323 Spanish Trail Rd","Tiburon","CA","94920","Marin",37.877957,-122.447288
1195000,2,1350,"https://www.realtor.com/realestateandhomes-detail/490-S-Eliseo-Dr_Greenbrae_CA_94904_M22498-77646#property","SingleFamilyResidence","490 S Eliseo Dr","Greenbrae","CA","94904","Marin",37.944984,-122.527013
3795000,4,4044,"https://www.realtor.com/realestateandhomes-detail/1616-Grand-Ave_San-Rafael_CA_94901_M24000-33500#property","SingleFamilyResidence","1616 Grand Ave","San Rafael","CA","94901","Marin",37.981756,-122.517381
1125000,2,1900,"https://www.realtor.com/realestateandhomes-detail/330-Aberdeen-Way_Inverness_CA_94937_M26582-92779#property","SingleFamilyResidence","330-340 Aberdeen Way","Inverness","CA","94937","Marin",38.100502,-122.863133
3145000,3,2861,"https://www.realtor.com/realestateandhomes-detail/1876-Centro-West-St_Tiburon_CA_94920_M98229-77663#property","SingleFamilyResidence","1876 Centro West St","Tiburon","CA","94920","Marin",37.874858,-122.45372
3850000,2,1700,"https://www.realtor.com/realestateandhomes-detail/5959-Highway-1_Bolinas_CA_94924_M10524-34347#property","SingleFamilyResidence","5959 Highway 1","Bolinas","CA","94924","Marin",37.94422,-122.710398
1498000,3,2279,"https://www.realtor.com/realestateandhomes-detail/210-El-Prado-Ave_San-Rafael_CA_94903_M27197-50616#property","SingleFamilyResidence","210 El Prado Ave","San Rafael","CA","94903","Marin",37.996189,-122.538164
10500000,4,2368,"https://www.realtor.com/realestateandhomes-detail/106-Seadrift-Rd_Stinson-Beach_CA_94970_M18992-92254#property","SingleFamilyResidence","106 Seadrift Rd","Stinson Beach","CA","94970","Marin",37.903265,-122.653387
998000,4,2112,"https://www.realtor.com/realestateandhomes-detail/136-Drakewood-Pl_Novato_CA_94947_M18336-00621#property","SingleFamilyResidence","136 Drakewood Pl","Novato","CA","94947","Marin",38.086126,-122.569726
2495000,5,3059,"https://www.realtor.com/realestateandhomes-detail/503-Easterby-St_Sausalito_CA_94965_M17603-44001#property","SingleFamilyResidence","503 Easterby St","Sausalito","CA","94965","Marin",37.861375,-122.493369
1250000,3,1850,"https://www.realtor.com/realestateandhomes-detail/86-Miller-Ave_Mill-Valley_CA_94941_M19031-06678#property","SingleFamilyResidence","86 Miller Ave","Mill Valley","CA","94941","Marin",37.903924,-122.546242
1339000,4,2310,"https://www.realtor.com/realestateandhomes-detail/20-Hillcrest-Ct_San-Anselmo_CA_94960_M11009-16851#property","SingleFamilyResidence","20 Hillcrest Ct","San Anselmo","CA","94960","Marin",37.990586,-122.580081
1725000,3,1464,"https://www.realtor.com/realestateandhomes-detail/168-Vision-Rd_Inverness_CA_94937_M26175-98370#property","SingleFamilyResidence","168 Vision Rd","Inverness","CA","94937","Marin",38.101262,-122.863611
1295000,4,2113,"https://www.realtor.com/realestateandhomes-detail/704-Cabin-Dr_Mill-Valley_CA_94941_M18792-33730#property","SingleFamilyResidence","704 Cabin Dr","Mill Valley","CA","94941","Marin",37.877195,-122.543286
5995000,4,4010,"https://www.realtor.com/realestateandhomes-detail/26-El-Camino-Bueno_Ross_CA_94957_M17356-13476#property","SingleFamilyResidence","26 El Camino Bueno","Ross","CA","94957","Marin",37.967442,-122.556656
7995000,5,5830,"https://www.realtor.com/realestateandhomes-detail/30-Sandy-Ln_Mill-Valley_CA_94941_M25381-22709#property","SingleFamilyResidence","30 Sandy Ln","Mill Valley","CA","94941","Marin",37.917639,-122.531746
1925000,3,1562,"https://www.realtor.com/realestateandhomes-detail/95-Monte-Mar-Dr_Sausalito_CA_94965_M19382-14345#property","SingleFamilyResidence","95 Monte Mar Dr","Sausalito","CA","94965","Marin",37.854655,-122.491821
2445000,3,2260,"https://www.realtor.com/realestateandhomes-detail/93-Crescent-Ave_Sausalito_CA_94965_M29354-56527#property","SingleFamilyResidence","93 Crescent Ave","Sausalito","CA","94965","Marin",37.849434,-122.486773
10250000,5,4129,"https://www.realtor.com/realestateandhomes-detail/2-Upper-Alcatraz-Pl_Mill-Valley_CA_94941_M22974-92148#property","SingleFamilyResidence","2 Upper Alcatraz Pl","Mill Valley","CA","94941","Marin",37.909359,-122.5502
3895000,5,4427,"https://www.realtor.com/realestateandhomes-detail/541-Oak-Ave_San-Anselmo_CA_94960_M17614-37309#property","SingleFamilyResidence","541 Oak Ave","San Anselmo","CA","94960","Marin",37.969528,-122.577904
1450000,3,2782,"https://www.realtor.com/realestateandhomes-detail/311-Wilson-Way_Larkspur_CA_94939_M20887-02444#property","SingleFamilyResidence","311 Wilson Way","Larkspur","CA","94939","Marin",37.932696,-122.552585
9500000,4,4890,"https://www.realtor.com/realestateandhomes-detail/408-Golden-Gate-Ave_Belvedere-Tiburon_CA_94920_M16658-37571#property","SingleFamilyResidence","408 Golden Gate Ave","Belvedere Tiburon","CA","94920","Marin",37.865725,-122.461599
899000,2,1538,"https://www.realtor.com/realestateandhomes-detail/239-Knollwood-Dr_San-Rafael_CA_94901_M13892-33298#property","SingleFamilyResidence","239 Knollwood Dr","San Rafael","CA","94901","Marin",37.995661,-122.463798
1550000,3,2200,"https://www.realtor.com/realestateandhomes-detail/10-Maui-Ln_Dillon-Beach_CA_94929_M29490-58597#property","SingleFamilyResidence","10 Maui Ln","Dillon Beach","CA","94929","Marin",38.257929,-122.963279
1095000,3,1464,"https://www.realtor.com/realestateandhomes-detail/84-E-Crescent-Dr_San-Rafael_CA_94901_M10553-66497#property","SingleFamilyResidence","84 E Crescent Dr","San Rafael","CA","94901","Marin",37.976913,-122.545225
1875000,3,2858,"https://www.realtor.com/realestateandhomes-detail/209-Club-Dr_Novato_CA_94945_M13459-16975#property","SingleFamilyResidence","209 Club Dr","Novato","CA","94945","Marin",38.104278,-122.535795
8450000,7,6900,"https://www.realtor.com/realestateandhomes-detail/30-Hill-Rd_Ross_CA_94957_M13953-09601#property","SingleFamilyResidence","30 Hill Rd","Ross","CA","94957","Marin",37.963357,-122.564604
1398000,5,1472,"https://www.realtor.com/realestateandhomes-detail/462-Hickory-Ln_San-Rafael_CA_94903_M26561-00386#property","SingleFamilyResidence","462 Hickory Ln","San Rafael","CA","94903","Marin",38.012238,-122.553503
849000,3,1316,"https://www.realtor.com/realestateandhomes-detail/105-Hawthorn-Way_San-Rafael_CA_94903_M10366-97482#property","SingleFamilyResidence","105 Hawthorn Way","San Rafael","CA","94903","Marin",38.011189,-122.520023
1399000,3,1367,"https://www.realtor.com/realestateandhomes-detail/9-Tahiti-Way_Dillon-Beach_CA_94929_M29437-66833#property","SingleFamilyResidence","9 Tahiti Way","Dillon Beach","CA","94929","Marin",38.251863,-122.966049
7495000,5,3200,"https://www.realtor.com/realestateandhomes-detail/5-Monte-Vista-Ave_Larkspur_CA_94939_M19835-75220#property","SingleFamilyResidence","5 Monte Vista Ave","Larkspur","CA","94939","Marin",37.930295,-122.533819
2795000,4,2494,"https://www.realtor.com/realestateandhomes-detail/55-Legend-Rd_San-Anselmo_CA_94960_M25471-34770#property","SingleFamilyResidence","55 Legend Rd","San Anselmo","CA","94960","Marin",38.006309,-122.580049
1299000,4,2866,"https://www.realtor.com/realestateandhomes-detail/221-Tiburon-Blvd_San-Rafael_CA_94901_M14049-84197#property","SingleFamilyResidence","221 Tiburon Blvd","San Rafael","CA","94901","Marin",37.954315,-122.511869
1350000,4,1931,"https://www.realtor.com/realestateandhomes-detail/224-Knight-Dr_San-Rafael_CA_94901_M15465-32842#property","SingleFamilyResidence","224 Knight Dr","San Rafael","CA","94901","Marin",37.989785,-122.480236
889000,2,828,"https://www.realtor.com/realestateandhomes-detail/101-Madrone-Ave_Woodacre_CA_94973_M10071-56226#property","SingleFamilyResidence","101 Madrone Ave","Woodacre","CA","94973","Marin",38.004328,-122.639395
29500000,4,5099,"https://www.realtor.com/realestateandhomes-detail/46-Cliff-Rd_Belvedere_CA_94920_M16371-42795#property","SingleFamilyResidence","46 Cliff Rd","Belvedere","CA","94920","Marin",37.866248,-122.464543
